"Name","Commit","Created","Runtime","GitHub","End Time","Hostname","Notes","GPU Type","GPU Count","State","Updated","val_batch_size","Tags","adam_beta2","adam_weight_decay","learning_rate","lr_warmup_steps","max_train_steps","output_dir","train_data_dir","val_data_dir","validation_prompts","avg_train_loss_per_epoch","avg_valid_loss_per_epoch","training_step_loss"
"audiocaps-10%-lora-sd1_5-lr1e3-25epochs+28kwarmup_3e2adamW","94f1d2735d1393053fe49c59bb7c592867bf262c","2023-08-18T16:02:48.000Z","54345","https://github.com/codingperks/sdspeech/tree/94f1d2735d1393053fe49c59bb7c592867bf262c","2023-08-19T07:08:33.000Z","springroll.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","4","finished","2023-08-19T07:08:33.000Z","1","","0.999","0.03","0.001","28000","152000","./model/sd_ex/lora/out/08-18/0.001_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of bird song"", ""a spectrogram of birds chirping"", ""a spectrogram of a snare drum""]","0.12497266218994034","0.11777874440238748","0.21540319919586184"
"audiocaps-10%-lora-sd1_5-lr5e4-25epochs+28kwarmup_3e3adamW_0.99adam2","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:56:08.000Z","41343","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T10:25:11.000Z","panda.doc.ic.ac.uk","-","NVIDIA TITAN RTX","3","finished","2023-08-18T10:25:11.000Z","1","","0.99","0.003","0.0005","28000","152000","./model/sd_ex/lora/out/08-17/0.0005_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12697105584727564","0.1282705222509672","0.02177615836262703"
"audiocaps-10%-lora-sd1_5-lr7e4-25epochs+28kwarmup_3e2adamW_0.99adam2","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:54:58.000Z","109496","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-19T05:19:54.000Z","ladybug.doc.ic.ac.uk","-","NVIDIA TITAN X (Pascal)","10","finished","2023-08-19T05:19:54.000Z","1","","0.99","0.03","0.0007","28000","152000","./model/sd_ex/lora/out/08-17/0.0007_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12229326838747002","0.1349187617003813","0.00341945537365973"
"audiocaps-10%-lora-sd1_5-lr5e4-25epochs+28kwarmup_3e3adamW_0.99adam2","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:54:01.000Z","110761","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-19T05:40:02.000Z","ladybug.doc.ic.ac.uk","-","NVIDIA TITAN X (Pascal)","10","finished","2023-08-19T05:40:02.000Z","1","","0.99","0.03","0.0005","28000","152000","./model/sd_ex/lora/out/08-17/0.0005_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.1223331726146762","0.13495962100751874","0.003428529482334852"
"audiocaps-10%-lora-sd1_5-lr7e4-25epochs+28kwarmup_3e3adamW_0.99adam2","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:53:38.000Z","112935","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-19T06:15:53.000Z","ladybug.doc.ic.ac.uk","-","NVIDIA TITAN X (Pascal)","10","finished","2023-08-19T06:15:53.000Z","1","","0.99","0.003","0.0007","28000","152000","./model/sd_ex/lora/out/08-17/0.0007_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12229670177145267","0.13492710845917671","0.003420002525672317"
"audiocaps-10%-lora-sd1_5-lr7e4-25epochs+28kwarmup_3e3adamW","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:50:51.000Z","49246","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T12:31:37.000Z","springroll.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","4","finished","2023-08-18T12:31:37.000Z","1","","0.999","0.003","0.0007","28000","152000","./model/sd_ex/lora/out/08-17/0.0007_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12528416954047866","0.13940697544929884","0.0013540571089833977"
"audiocaps-10%-lora-sd1_5-lr5e4-25epochs+28kwarmup_3e2adamW","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:46:14.000Z","62339","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T16:05:13.000Z","springroll.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","4","finished","2023-08-18T16:05:13.000Z","1","","0.999","0.03","0.0005","28000","152000","./model/sd_ex/lora/out/08-17/0.0005_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12532314767584635","0.13943892744272704","0.0013630699831992388"
"audiocaps-10%-lora-sd1_5-lr5e4-25epochs+28kwarmup_3e3adamW","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:46:13.000Z","54335","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T13:51:48.000Z","springroll.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","4","finished","2023-08-18T13:51:48.000Z","1","","0.999","0.003","0.0005","28000","152000","./model/sd_ex/lora/out/08-17/0.0005_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.1253192101240364","0.13943729724164952","0.0013614472700282931"
"audiocaps-10%-lora-sd1_5-lr7e4-25epochs+28kwarmup_3e2adamW","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:46:13.000Z","55643","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T14:13:36.000Z","springroll.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","4","finished","2023-08-18T14:13:36.000Z","1","","0.999","0.03","0.0007","28000","152000","./model/sd_ex/lora/out/08-17/0.0007_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.1252810604492787","0.13940496015547243","0.0013539588544517756"
"audiocaps-10%-lora-sd1_5-lr7e4-25epochs+28kwarmup_0.99adam2","b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-17T22:46:08.000Z","39733","https://github.com/codingperks/sdspeech/tree/b05a817383f60a75bfc4e66747ebf08867e3e3cf","2023-08-18T09:48:21.000Z","kanye.doc.ic.ac.uk","-","NVIDIA GeForce RTX 2080 Ti","2","finished","2023-08-18T09:48:21.000Z","1","","0.99","0.01","0.0007","28000","152000","./model/sd_ex/lora/out/08-17/0.0007_152000steps_28000warmup","./data/audiocaps/dataset/train","./data/audiocaps/dataset/val","[""a spectrogram of An animal hissing followed by a man mumbling then a pig oinking while birds chirp in the background"", ""a spectrogram of Music plays and someone speaks before gunfire and an explosion occurs"", ""a spectrogram of Someone is typing on a computer keyboard"", ""a spectrogram of A horn honking followed by a man laughing then talking and plastic clanking on a hard surface"", ""a spectrogram of A dog barking"", ""a spectrogram of A train horn"", ""a spectrogram of A hammer hitting a hard surface"", ""a spectrogram of A man laughing""]","0.12528721917477198","0.139399988691097","0.0013740072026848793"
